c240,,-X177 | -X171,sodoku constraints
c241,,-X178 | -X171,*sodoku constraints
c242,,-X179 | -X171,sodoku constraints
c243,,-X173 | -X172,sodoku constraints
c244,,-X174 | -X172,sodoku constraints
c245,,-X175 | -X172,sodoku constraints
c246,,-X176 | -X172,sodoku constraints
c247,,-X177 | -X172,sodoku constraints
c248,,-X178 | -X172,*sodoku constraints
c249,,-X179 | -X172,sodoku constraints
c250,,-X174 | -X173,sodoku constraints
c251,,-X175 | -X173,sodoku constraints
c252,,-X176 | -X173,sodoku constraints
c253,,-X177 | -X173,sodoku constraints
c254,,-X178 | -X173,*sodoku constraints
c255,,-X179 | -X173,sodoku constraints
c256,,-X175 | -X174,sodoku constraints
c257,,-X176 | -X174,sodoku constraints
c258,,-X177 | -X174,sodoku constraints
c259,,-X178 | -X174,*sodoku constraints
c260,,-X179 | -X174,sodoku constraints
c261,,-X176 | -X175,sodoku constraints
c262,,-X177 | -X175,sodoku constraints
c263,,-X178 | -X175,*sodoku constraints
c264,,-X179 | -X175,sodoku constraints
c265,,-X177 | -X176,sodoku constraints
c266,,-X178 | -X176,*sodoku constraints
c267,,-X179 | -X176,sodoku constraints
c268,,-X178 | -X177,*sodoku constraints
c269,,-X179 | -X177,sodoku constraints
c270,,-X179 | -X178,sodoku constraints
c271,,X117 | X127 | X137 | X147 | X157 | X167 | X177 | X187 | X197,sodoku constraints
c272,,X117 | X217 | X317 | X417 | X517 | X617 | X717 | X817 | X917,sodoku constraints
c273,,X181 | X182 | X183 | X184 | X185 | X186 | X187 | X188 | X189,sodoku constraints
c274,,-X182 | -X181,sodoku constraints
c275,,-X183 | -X181,sodoku constraints
c276,,-X184 | -X181,sodoku constraints
c277,,-X185 | -X181,sodoku constraints
c278,,-X186 | -X181,sodoku constraints
c279,,-X187 | -X181,sodoku constraints
c280,,-X188 | -X181,sodoku constraints
c281,,-X189 | -X181,sodoku constraints
c282,,-X183 | -X182,sodoku constraints
c283,,-X184 | -X182,sodoku constraints
c284,,-X185 | -X182,sodoku constraints
c285,,-X186 | -X182,sodoku constraints
c286,,-X187 | -X182,sodoku constraints
c287,,-X188 | -X182,sodoku constraints
c288,,-X189 | -X182,sodoku constraints
c289,,-X184 | -X183,sodoku constraints
c290,,-X185 | -X183,sodoku constraints
c291,,-X186 | -X183,sodoku constraints
c292,,-X187 | -X183,sodoku constraints
c293,,-X188 | -X183,sodoku constraints
c294,,-X189 | -X183,sodoku constraints
c295,,-X185 | -X184,sodoku constraints
c296,,-X186 | -X184,sodoku constraints
c297,,-X187 | -X184,sodoku constraints
c298,,-X188 | -X184,sodoku constraints
c299,,-X189 | -X184,sodoku constraints
c300,,-X186 | -X185,sodoku constraints
c301,,-X187 | -X185,sodoku constraints
c302,,-X188 | -X185,sodoku constraints
c303,,-X189 | -X185,sodoku constraints
c304,,-X187 | -X186,sodoku constraints
c305,,-X188 | -X186,sodoku constraints
c306,,-X189 | -X186,sodoku constraints
c307,,-X188 | -X187,sodoku constraints
c308,,-X189 | -X187,sodoku constraints
c309,,-X189 | -X188,sodoku constraints
c310,,X118 | X128 | X138 | X148 | X158 | X168 | X178 | X188 | X198,sodoku constraints
c311,,X118 | X218 | X318 | X418 | X518 | X618 | X718 | X818 | X918,sodoku constraints
c312,,X191 | X192 | X193 | X194 | X195 | X196 | X197 | X198 | X199,sodoku constraints
c313,,-X192 | -X191,sodoku constraints
c314,,-X193 | -X191,sodoku constraints
c315,,-X194 | -X191,sodoku constraints
c316,,-X195 | -X191,sodoku constraints
c317,,-X196 | -X191,sodoku constraints
c318,,-X197 | -X191,sodoku constraints
c319,,-X198 | -X191,sodoku constraints
c320,,-X199 | -X191,sodoku constraints
c321,,-X193 | -X192,sodoku constraints
c322,,-X194 | -X192,sodoku constraints
c323,,-X195 | -X192,sodoku constraints
c324,,-X196 | -X192,sodoku constraints
c325,,-X197 | -X192,sodoku constraints
c326,,-X198 | -X192,sodoku constraints
c327,,-X199 | -X192,sodoku constraints
c328,,-X194 | -X193,sodoku constraints
c329,,-X195 | -X193,sodoku constraints
c330,,-X196 | -X193,sodoku constraints
c331,,-X197 | -X193,sodoku constraints
c332,,-X198 | -X193,sodoku constraints
c333,,-X199 | -X193,sodoku constraints
c334,,-X195 | -X194,sodoku constraints
c335,,-X196 | -X194,sodoku constraints
c336,,-X197 | -X194,sodoku constraints
c337,,-X198 | -X194,sodoku constraints
c338,,-X199 | -X194,sodoku constraints
c339,,-X196 | -X195,sodoku constraints
c340,,-X197 | -X195,sodoku constraints
c341,,-X198 | -X195,sodoku constraints
c342,,-X199 | -X195,sodoku constraints
c343,,-X197 | -X196,sodoku constraints
c344,,-X198 | -X196,sodoku constraints
c345,,-X199 | -X196,sodoku constraints
c346,,-X198 | -X197,sodoku constraints
c347,,-X199 | -X197,sodoku constraints
c348,,-X199 | -X198,sodoku constraints
c349,,X119 | X129 | X139 | X149 | X159 | X169 | X179 | X189 | X199,sodoku constraints
c350,,X119 | X219 | X319 | X419 | X519 | X619 | X719 | X819 | X919,sodoku constraints
c351,,X211 | X212 | X213 | X214 | X215 | X216 | X217 | X218 | X219,sodoku constraints
c352,,-X212 | -X211,*sodoku constraints
c353,,-X213 | -X211,*sodoku constraints
c354,,-X214 | -X211,*sodoku constraints
c355,,-X215 | -X211,*sodoku constraints
c356,,-X216 | -X211,*sodoku constraints
c357,,-X217 | -X211,*sodoku constraints
c358,,-X218 | -X211,*sodoku constraints
c359,,-X219 | -X211,*sodoku constraints
c360,,-X213 | -X212,sodoku constraints
c361,,-X214 | -X212,sodoku constraints
c362,,-X215 | -X212,sodoku constraints
c363,,-X216 | -X212,sodoku constraints
c364,,-X217 | -X212,sodoku constraints
c365,,-X218 | -X212,sodoku constraints
c366,,-X219 | -X212,sodoku constraints
c367,,-X214 | -X213,sodoku constraints
c368,,-X215 | -X213,sodoku constraints
c369,,-X216 | -X213,sodoku constraints
c370,,-X217 | -X213,sodoku constraints
c371,,-X218 | -X213,sodoku constraints
c372,,-X219 | -X213,sodoku constraints
c373,,-X215 | -X214,sodoku constraints
c374,,-X216 | -X214,sodoku constraints
c375,,-X217 | -X214,sodoku constraints
c376,,-X218 | -X214,sodoku constraints
c377,,-X219 | -X214,sodoku constraints
c378,,-X216 | -X215,sodoku constraints
c379,,-X217 | -X215,sodoku constraints
c380,,-X218 | -X215,sodoku constraints
c381,,-X219 | -X215,sodoku constraints
c382,,-X217 | -X216,sodoku constraints
c383,,-X218 | -X216,sodoku constraints
c384,,-X219 | -X216,sodoku constraints
c385,,-X218 | -X217,sodoku constraints
c386,,-X219 | -X217,sodoku constraints
c387,,-X219 | -X218,sodoku constraints
c388,,X211 | X221 | X231 | X241 | X251 | X261 | X271 | X281 | X291,sodoku constraints
c389,,X121 | X221 | X321 | X421 | X521 | X621 | X721 | X821 | X921,sodoku constraints
c390,,X221 | X222 | X223 | X224 | X225 | X226 | X227 | X228 | X229,sodoku constraints
c391,,-X222 | -X221,sodoku constraints
c392,,-X223 | -X221,sodoku constraints
c393,,-X224 | -X221,sodoku constraints
c394,,-X225 | -X221,sodoku constraints
c395,,-X226 | -X221,sodoku constraints
c396,,-X227 | -X221,sodoku constraints
c397,,-X228 | -X221,sodoku constraints
c398,,-X229 | -X221,sodoku constraints
c399,,-X223 | -X222,*sodoku constraints
c400,,-X224 | -X222,*sodoku constraints
c401,,-X225 | -X222,*sodoku constraints
c402,,-X226 | -X222,*sodoku constraints
c403,,-X227 | -X222,*sodoku constraints
c404,,-X228 | -X222,*sodoku constraints
c405,,-X229 | -X222,*sodoku constraints
c406,,-X224 | -X223,sodoku constraints
c407,,-X225 | -X223,sodoku constraints
c408,,-X226 | -X223,sodoku constraints
c409,,-X227 | -X223,sodoku constraints
c410,,-X228 | -X223,sodoku constraints
c411,,-X229 | -X223,sodoku constraints
c412,,-X225 | -X224,sodoku constraints
c413,,-X226 | -X224,sodoku constraints
c414,,-X227 | -X224,sodoku constraints
c415,,-X228 | -X224,sodoku constraints
c416,,-X229 | -X224,sodoku constraints
c417,,-X226 | -X225,sodoku constraints
c418,,-X227 | -X225,sodoku constraints
c419,,-X228 | -X225,sodoku constraints
c420,,-X229 | -X225,sodoku constraints
c421,,-X227 | -X226,sodoku constraints
c422,,-X228 | -X226,sodoku constraints
c423,,-X229 | -X226,sodoku constraints
c424,,-X228 | -X227,sodoku constraints
c425,,-X229 | -X227,sodoku constraints
c426,,-X229 | -X228,sodoku constraints
c427,,X212 | X222 | X232 | X242 | X252 | X262 | X272 | X282 | X292,sodoku constraints
c428,,X122 | X222 | X322 | X422 | X522 | X622 | X722 | X822 | X922,sodoku constraints
c429,,X231 | X232 | X233 | X234 | X235 | X236 | X237 | X238 | X239,sodoku constraints
c430,,-X232 | -X231,sodoku constraints
c431,,-X233 | -X231,sodoku constraints
c432,,-X234 | -X231,sodoku constraints
c433,,-X235 | -X231,sodoku constraints
c434,,-X236 | -X231,sodoku constraints
c435,,-X237 | -X231,sodoku constraints
c436,,-X238 | -X231,sodoku constraints
c437,,-X239 | -X231,sodoku constraints
c438,,-X233 | -X232,sodoku constraints
c439,,-X234 | -X232,sodoku constraints
c440,,-X235 | -X232,sodoku constraints
c441,,-X236 | -X232,sodoku constraints
c442,,-X237 | -X232,sodoku constraints
c443,,-X238 | -X232,sodoku constraints
c444,,-X239 | -X232,sodoku constraints
c445,,-X234 | -X233,sodoku constraints
c446,,-X235 | -X233,sodoku constraints
c447,,-X236 | -X233,sodoku constraints
c448,,-X237 | -X233,sodoku constraints
c449,,-X238 | -X233,*sodoku constraints
c450,,-X239 | -X233,sodoku constraints
c451,,-X235 | -X234,sodoku constraints
c452,,-X236 | -X234,sodoku constraints
c453,,-X237 | -X234,sodoku constraints
c454,,-X238 | -X234,*sodoku constraints
c455,,-X239 | -X234,sodoku constraints
c456,,-X236 | -X235,sodoku constraints
c457,,-X237 | -X235,sodoku constraints
c458,,-X238 | -X235,*sodoku constraints
c459,,-X239 | -X235,sodoku constraints
c460,,-X237 | -X236,sodoku constraints
c461,,-X238 | -X236,*sodoku constraints
c462,,-X239 | -X236,sodoku constraints
c463,,-X238 | -X237,*sodoku constraints
c464,,-X239 | -X237,sodoku constraints
c465,,-X239 | -X238,*sodoku constraints
c466,,X213 | X223 | X233 | X243 | X253 | X263 | X273 | X283 | X293,sodoku constraints
c467,,X123 | X223 | X323 | X423 | X523 | X623 | X723 | X823 | X923,sodoku constraints
c468,,X241 | X242 | X243 | X244 | X245 | X246 | X247 | X248 | X249,sodoku constraints
c469,,-X242 | -X241,sodoku constraints
c470,,-X243 | -X241,sodoku constraints
c471,,-X244 | -X241,sodoku constraints
c472,,-X245 | -X241,sodoku constraints
c473,,-X246 | -X241,sodoku constraints
c474,,-X247 | -X241,sodoku constraints
c475,,-X248 | -X241,sodoku constraints
c476,,-X249 | -X241,sodoku constraints
c477,,-X243 | -X242,sodoku constraints
c478,,-X244 | -X242,sodoku constraints
c479,,-X245 | -X242,sodoku constraints
c480,,-X246 | -X242,sodoku constraints
c481,,-X247 | -X242,sodoku constraints
c482,,-X248 | -X242,sodoku constraints
c483,,-X249 | -X242,sodoku constraints
c484,,-X244 | -X243,sodoku constraints
c485,,-X245 | -X243,sodoku constraints
c486,,-X246 | -X243,sodoku constraints
c487,,-X247 | -X243,sodoku constraints
c488,,-X248 | -X243,sodoku constraints
c489,,-X249 | -X243,sodoku constraints
c490,,-X245 | -X244,sodoku constraints
c491,,-X246 | -X244,sodoku constraints
c492,,-X247 | -X244,sodoku constraints
c493,,-X248 | -X244,sodoku constraints
c494,,-X249 | -X244,sodoku constraints
c495,,-X246 | -X245,sodoku constraints
c496,,-X247 | -X245,sodoku constraints
c497,,-X248 | -X245,sodoku constraints
c498,,-X249 | -X245,sodoku constraints
c499,,-X247 | -X246,sodoku constraints
c500,,-X248 | -X246,sodoku constraints
c501,,-X249 | -X246,sodoku constraints
c502,,-X248 | -X247,sodoku constraints
c503,,-X249 | -X247,sodoku constraints
c504,,-X249 | -X248,sodoku constraints
c505,,X214 | X224 | X234 | X244 | X254 | X264 | X274 | X284 | X294,sodoku constraints
c506,,X124 | X224 | X324 | X424 | X524 | X624 | X724 | X824 | X924,sodoku constraints
c507,,X251 | X252 | X253 | X254 | X255 | X256 | X257 | X258 | X259,sodoku constraints
c508,,-X252 | -X251,sodoku constraints
c509,,-X253 | -X251,sodoku constraints
c510,,-X254 | -X251,sodoku constraints
c511,,-X255 | -X251,sodoku constraints
c512,,-X256 | -X251,sodoku constraints
c513,,-X257 | -X251,sodoku constraints
c514,,-X258 | -X251,sodoku constraints
c515,,-X259 | -X251,sodoku constraints
c516,,-X253 | -X252,sodoku constraints
c517,,-X254 | -X252,sodoku constraints
c518,,-X255 | -X252,sodoku constraints
c519,,-X256 | -X252,sodoku constraints
c520,,-X257 | -X252,sodoku constraints
c521,,-X258 | -X252,sodoku constraints
c522,,-X259 | -X252,sodoku constraints
c523,,-X254 | -X253,sodoku constraints
c524,,-X255 | -X253,sodoku constraints
c525,,-X256 | -X253,sodoku constraints
c526,,-X257 | -X253,sodoku constraints
c527,,-X258 | -X253,sodoku constraints
c528,,-X259 | -X253,sodoku constraints
c529,,-X255 | -X254,sodoku constraints
c530,,-X256 | -X254,sodoku constraints
c531,,-X257 | -X254,sodoku constraints
c532,,-X258 | -X254,sodoku constraints
c533,,-X259 | -X254,sodoku constraints
c534,,-X256 | -X255,sodoku constraints
c535,,-X257 | -X255,sodoku constraints
c536,,-X258 | -X255,sodoku constraints
c537,,-X259 | -X255,sodoku constraints
c538,,-X257 | -X256,sodoku constraints
c539,,-X258 | -X256,sodoku constraints
c540,,-X259 | -X256,sodoku constraints
c541,,-X258 | -X257,sodoku constraints
c542,,-X259 | -X257,sodoku constraints
c543,,-X259 | -X258,sodoku constraints
c544,,X215 | X225 | X235 | X245 | X255 | X265 | X275 | X285 | X295,sodoku constraints
c545,,X125 | X225 | X325 | X425 | X525 | X625 | X725 | X825 | X925,sodoku constraints
c546,,X261 | X262 | X263 | X264 | X265 | X266 | X267 | X268 | X269,sodoku constraints
c547,,-X262 | -X261,sodoku constraints
c548,,-X263 | -X261,sodoku constraints
c549,,-X264 | -X261,sodoku constraints
c550,,-X265 | -X261,sodoku constraints
c551,,-X266 | -X261,sodoku constraints
c552,,-X267 | -X261,sodoku constraints
c553,,-X268 | -X261,sodoku constraints
c554,,-X269 | -X261,sodoku constraints
c555,,-X263 | -X262,sodoku constraints
c556,,-X264 | -X262,sodoku constraints
c557,,-X265 | -X262,sodoku constraints
c558,,-X266 | -X262,sodoku constraints
c559,,-X267 | -X262,sodoku constraints
c560,,-X268 | -X262,sodoku constraints
c561,,-X269 | -X262,sodoku constraints
c562,,-X264 | -X263,sodoku constraints
c563,,-X265 | -X263,sodoku constraints
c564,,-X266 | -X263,*sodoku constraints
c565,,-X267 | -X263,sodoku constraints
c566,,-X268 | -X263,sodoku constraints
c567,,-X269 | -X263,sodoku constraints
c568,,-X265 | -X264,sodoku constraints
c569,,-X266 | -X264,*sodoku constraints
c570,,-X267 | -X264,sodoku constraints
c571,,-X268 | -X264,sodoku constraints
c572,,-X269 | -X264,sodoku constraints
c573,,-X266 | -X265,*sodoku constraints
c574,,-X267 | -X265,sodoku constraints
c575,,-X268 | -X265,sodoku constraints
c576,,-X269 | -X265,sodoku constraints
c577,,-X267 | -X266,*sodoku constraints
c578,,-X268 | -X266,sodoku constraints
c579,,-X269 | -X266,sodoku constraints
c580,,-X268 | -X267,sodoku constraints
c581,,-X269 | -X267,sodoku constraints
c582,,-X269 | -X268,sodoku constraints
c583,,X216 | X226 | X236 | X246 | X256 | X266 | X276 | X286 | X296,sodoku constraints
c584,,X126 | X226 | X326 | X426 | X526 | X626 | X726 | X826 | X926,sodoku constraints
c585,,X271 | X272 | X273 | X274 | X275 | X276 | X277 | X278 | X279,sodoku constraints
c586,,-X272 | -X271,sodoku constraints
c587,,-X273 | -X271,sodoku constraints
c588,,-X274 | -X271,sodoku constraints
c589,,-X275 | -X271,sodoku constraints
c590,,-X276 | -X271,sodoku constraints
c591,,-X277 | -X271,sodoku constraints
c592,,-X278 | -X271,sodoku constraints
c593,,-X279 | -X271,sodoku constraints
c594,,-X273 | -X272,sodoku constraints
c595,,-X274 | -X272,sodoku constraints
c596,,-X275 | -X272,sodoku constraints
c597,,-X276 | -X272,sodoku constraints
c598,,-X277 | -X272,sodoku constraints
c599,,-X278 | -X272,sodoku constraints
c600,,-X279 | -X272,sodoku constraints
c601,,-X274 | -X273,sodoku constraints
c602,,-X275 | -X273,sodoku constraints
c603,,-X276 | -X273,sodoku constraints
c604,,-X277 | -X273,sodoku constraints
c605,,-X278 | -X273,sodoku constraints
c606,,-X279 | -X273,sodoku constraints
